inID,Commentaire,star,source,company,index_org,star_org,date
3551,"belle veste taille un peu petit , et sent encore le chlore mais c'est ce que je recherchais , satisfaite",5,TrustedShop,ShowRoom,4382,5,29/01/2021
3552,je suis déçu de la qualité des bijoux et de leur rendus réel ....,4,TrustedShop,ShowRoom,4383,4,29/01/2021
3553,les chaussures sont pas a taille normale plus grande dans mon cas puis moin jolie qu'en photo,3,TrustedShop,ShowRoom,4384,3,29/01/2021
3554,la forme du jean ne me va pas tant pis c'est de ma faute je le garde qu'en meme j'attends mon pull cachemire,4,TrustedShop,ShowRoom,4385,4,29/01/2021
3555,beau bijoux,3,TrustedShop,ShowRoom,4387,3,29/01/2021
3556,"j'ai reçu un mail me disant que mon colis était arrivé dans ma boîte aux lettre , ce qui n'est pas le cas . j'ai ouvert une enquête avec le service client de showroomprive et finalement le colis est arrivé dans ma boîte aux lettres , ouvert . le produit est en bon état mais la livraison laisse à désirer ...",3,TrustedShop,ShowRoom,4389,3,29/01/2021
3557,"très bon rapport qualité prix , bijoux tendances . parfait",5,TrustedShop,ShowRoom,4393,5,29/01/2021
3558,erreur dans la commande aucun réponse,3,TrustedShop,ShowRoom,4394,3,29/01/2021
3559,tres bien,5,TrustedShop,ShowRoom,4397,5,29/01/2021
3560,les articles commandés n ’ étaient pas conformes,3,TrustedShop,ShowRoom,4398,3,29/01/2021
3561,très satisfaite du produit,5,TrustedShop,ShowRoom,4401,5,29/01/2021
3562,"très joli chemisier , très bien taillé , contente de mon achat .",5,TrustedShop,ShowRoom,4403,5,29/01/2021
3563,livraison rapide et articles conformes aux descriptions . je suis ravie,5,TrustedShop,ShowRoom,4404,5,29/01/2021
3564,"je suis pas content avec votre service en italie ( saldiprivati.com ) ! plus que un mois de retarde , sans aucun justification ni avertissement . impossible de parler avec service clients , il-y-a pas de numero de contact sur le site ou de chat , rien .",3,TrustedShop,ShowRoom,4407,3,28/01/2021
3565,"livraison rapide et article conforme à la photo . jupe très rock , j'adore !",5,TrustedShop,ShowRoom,4408,5,28/01/2021
3566,livraison rapide et objet conforme . merci,5,TrustedShop,ShowRoom,4410,5,28/01/2021
3567,toujours contente rapport qualité prix les produits correspondent parfaitement à mes attentes .,5,TrustedShop,ShowRoom,4411,5,28/01/2021
3568,"très belle qualité , dommage que le pantalon noir est trop grand . je l'ai renvoyé . je recommanderai cette marque",5,TrustedShop,ShowRoom,4413,5,28/01/2021
3569,commande incomplète sur 2 articles commandés seul 1 était dans le colis . par contre remboursement très rapide . le but est quand même de recevoir ses articles ! !,2,TrustedShop,ShowRoom,4414,2,28/01/2021
3570,très contente . pas déçue pour les bottines .,5,TrustedShop,ShowRoom,4418,5,28/01/2021
3571,parfait je suis ravie,5,TrustedShop,ShowRoom,4419,5,28/01/2021
3572,"produits 100 % , très confortables et conformes aux photos . livraison dans les temps . rien à redire .",5,TrustedShop,ShowRoom,4423,5,28/01/2021
3573,j'ai pas reçu ma commande pour ça j'ai pas de commentaire a faire,5,TrustedShop,ShowRoom,4424,5,28/01/2021
3574,très bien mais un peu long pour la livraison,5,TrustedShop,ShowRoom,4425,5,28/01/2021
3575,"honnêtement très déçue de ce site , commandé une fois 6 et une fois 2 appliques et sur les 8 , j ai du en renvoyer 6 car abîmées et pas à l envoi , déjà abîmée avant l emballage , griffes , retouchées dans la peinture etc .",4,TrustedShop,ShowRoom,4426,4,28/01/2021
3576,très belle collection et qualité au top .,5,TrustedShop,ShowRoom,4427,5,28/01/2021
3577,jamais déçu,5,TrustedShop,ShowRoom,4432,5,28/01/2021
3578,bon produit rapport qualité prix livraison très rapide,5,TrustedShop,ShowRoom,4433,5,28/01/2021
3579,"je suis très satisfaite de mon achat et de la livraison , merci beaucoup à bientôt cordialement",5,TrustedShop,ShowRoom,4434,5,28/01/2021
3580,"site marchand de qualité , je recommande",5,TrustedShop,ShowRoom,4436,5,28/01/2021
3581,la commande n'était pas complète et la veste est de très mauvaise qualité j'ai été habitué à beaucoup mieux chez irl,3,TrustedShop,ShowRoom,4437,3,28/01/2021
3582,livraison plutôt rapide mais j'ai récemment eu un problème de l'ordre d'une inversion de mon colis avec celui d'une autre cliente qui habitait à + de 500km . concernant la marchandise certains vêtements sont de moindre qualité et la description sur l'annonce ne correspond pas vraiment à ce quoi ressemble le produit en réalité une fois réceptionné . service client aimable mais remboursement difficile,3,TrustedShop,ShowRoom,4441,3,27/01/2021
3583,produit conforme à la description . emballage légèrement déchiré mais cela n ' a pas endommagé le produit,5,TrustedShop,ShowRoom,4442,5,27/01/2021
3584,le cuir du sac est gratté/abimé a un endroit,3,TrustedShop,ShowRoom,4443,3,27/01/2021
3585,satisfaite .bemol je n ai pas été prevenue le jour que mon colis est arrivé au relais .j ai juste eu un message qui disait que je n avais plus que quelques jours pour le récupérer .,4,TrustedShop,ShowRoom,4444,4,27/01/2021
3586,la livraison sa va pas trop attendue,3,TrustedShop,ShowRoom,4445,3,27/01/2021
3587,colis arrivé rapidement à la date prévue . très beaux pulls qui correspondent bien aux descriptions,5,TrustedShop,ShowRoom,4446,5,27/01/2021
3588,très bien,5,TrustedShop,ShowRoom,4447,5,27/01/2021
3589,taille petit,4,TrustedShop,ShowRoom,4448,4,27/01/2021
3590,je suis déçu les vêtements sont pas ceux que j imaginé le tissu est léger je suis complément déçu . je ne commande pas .,1,TrustedShop,ShowRoom,4449,1,27/01/2021
3591,"il me manque un article dans ma commande . j'ai téléphoné , l'article me sera remboursé , mais elle ( la robe ) me plaisait bien , suis un peu déçue . sur les autres article , un ( acheté en double ) est trop petit , j'ai commandé taille l , ce qui correspond pour eu à une taille 42 et non 44 . je n'avais pas cette info sur le site .",3,TrustedShop,ShowRoom,4451,3,27/01/2021
3592,"bonjour , un peu déçue par les pulls en cachemire",4,TrustedShop,ShowRoom,4452,4,27/01/2021
3593,je n ’ ai pas reçu l ’ intégralité de la commande et lorsque je demande un remboursement de l ’ article manquant on ne me propose aucun solution de dédommagement . dommage !,2,TrustedShop,ShowRoom,4453,2,27/01/2021
3594,super commande . rien à redire,5,TrustedShop,ShowRoom,4455,5,27/01/2021
3595,rien à dire,4,TrustedShop,ShowRoom,4456,4,27/01/2021
3596,produit conforme à la commande,5,TrustedShop,ShowRoom,4457,5,27/01/2021
3597,"très satisfaite , je vous remercie .",5,TrustedShop,ShowRoom,4458,5,27/01/2021
3598,"les chaussures sont parfaites , le pull a une encolure trop étroite et il gratte un peu .",4,TrustedShop,ShowRoom,4459,4,26/01/2021
3599,"ma commande est conforme à ce que j'attendais , ravie .",5,TrustedShop,ShowRoom,4460,5,26/01/2021
3600,"les produits ont l'air de bonne qualité , pas de problème de livraison",5,TrustedShop,ShowRoom,4461,5,26/01/2021
3601,très bien,5,TrustedShop,ShowRoom,4462,5,26/01/2021
3602,aucun,4,TrustedShop,ShowRoom,4463,4,26/01/2021
3603,satisfaite de ma commande,4,TrustedShop,ShowRoom,4464,4,26/01/2021
3604,déçue par la qualité des produits par rapport aux photos,3,TrustedShop,ShowRoom,4465,3,26/01/2021
3605,tres tres bien .,5,TrustedShop,ShowRoom,4466,5,26/01/2021
3606,très bien,5,TrustedShop,ShowRoom,4467,5,26/01/2021
3607,"la livraison de la marchandise a été relativement rapide , les articles sont de bonne qualité , mais il y a une certaine divergence entre les articles illustrés sur les photos et ceux qui m'ont été livrés qui ne sont pas exactement pareils .",4,TrustedShop,ShowRoom,4468,4,26/01/2021
3608,"bonjour , vous ne répondez pas aux mails de vos clients.j ’ ai un colis no 219284997 passée le 22 décembre 2020 et le no de suivi 2v00105421359 jusqu ’ à ce jour pas de colis . le service client est nul .",3,TrustedShop,ShowRoom,4469,3,26/01/2021
3609,"produit décevant , crêpière pas plane , n ’ adhère pas correctement à mon induction . et elle colle sans matière grasse , très déçue",2,TrustedShop,ShowRoom,4470,2,26/01/2021
3610,je recommande les produits irl,4,TrustedShop,ShowRoom,4471,4,26/01/2021
3611,excellente qualité,5,TrustedShop,ShowRoom,4472,5,25/01/2021
3612,franchement rien a dire tout est parfait sauf un bémol ça m est arrivé 2 fois j ai commandé des produit et a la fin je les ai pas eu je ne sais manque de ces produits mais il faut m alerter au début de mon achat pas dans une ou deux semaines a la réception de mes colis merci,4,TrustedShop,ShowRoom,4473,4,25/01/2021
3613,"toujours ravie des produits de chez adm , c'est magnifique et très design et cette fois bien protégé pour la livraison ! dommage que la livraison fur partielle livré 2 chevets papillon au lieu de 3 . avions commandé `` une table basse tête d'homme à facettes '' ( h50cm ) et elle avait été endommagée car mal protégée pour le transport , mais nous avions choisi de la garder par peur de ne plus la retrouver",5,TrustedShop,ShowRoom,4476,5,25/01/2021
3614,très satisfait,5,TrustedShop,ShowRoom,4478,5,25/01/2021
3615,très bonne qualité .,5,TrustedShop,ShowRoom,4483,5,24/01/2021
3616,produits de mauvaise qualité et le collier offert était manquant je ne commanderais plus .,1,TrustedShop,ShowRoom,4487,1,24/01/2021
3617,livraison tardive,3,TrustedShop,ShowRoom,4489,3,24/01/2021
3618,parfait,5,TrustedShop,ShowRoom,4491,5,24/01/2021
3619,très bonne jusque maintenant . j ai reçu toutes me commandes a temps . produit exacte,5,TrustedShop,ShowRoom,4493,5,23/01/2021
3620,livraison rapide marchandise géniale,5,TrustedShop,ShowRoom,4496,5,23/01/2021
3621,toujours aussi satisfaite de mes achats et service après vente impeccable . à acheter sans hésiter,5,TrustedShop,ShowRoom,4497,5,23/01/2021
3622,au top . mais veste xl hyper serré !,4,TrustedShop,ShowRoom,4501,4,23/01/2021
3623,nous avons eu beaucoup de chance le colis était ouvert mais heureusement les couteaux etaientla,5,TrustedShop,ShowRoom,4502,5,23/01/2021
3624,"sac à main arrivé dans un état impeccable , parfait !",4,TrustedShop,ShowRoom,4503,4,23/01/2021
3625,satisfaite de mon achat .,4,TrustedShop,ShowRoom,4504,4,23/01/2021
3626,"livraison dans le délai prévu , bon rapport qualité prix pour les bijoux irl",5,TrustedShop,ShowRoom,4505,5,23/01/2021
3627,je suis très déçue par cette commande .j'ai commandé un jean taille haute c'est o.k . pour cette article . j'ai en plus commandé un masque rayé bleu et blanc et à la place j'ai reçu un sweet marine pour b.b.comment puis-je avoir mon masque et vous rendre le sweet est-ce possible de remettre le colis retour au relais merci,4,TrustedShop,ShowRoom,4506,4,23/01/2021
3628,livraison dans les temps,4,TrustedShop,ShowRoom,4507,4,23/01/2021
3629,produits de qualité pour moins cher,5,TrustedShop,ShowRoom,4509,5,23/01/2021
3630,très satisfaite,5,TrustedShop,ShowRoom,4510,5,23/01/2021
3631,rien à dire continuer toujours ainsi . vous êtes à l'écoute du client .,5,TrustedShop,ShowRoom,4512,5,23/01/2021
3632,nous allons tout renvoyer . nous n avons pas reçu ce qui était commandé .,2,TrustedShop,ShowRoom,4515,2,22/01/2021
3633,"un article non envoyé par erreur , j'ai été agréablement surprise par la rapidité du remboursement et la qualité du service après vente . merci pour le professionnalisme !",5,TrustedShop,ShowRoom,4516,5,22/01/2021
3634,"vs etes un des seuls sites qui fassent payer les frais de retour même en point relais.dommage , du coup je commande beaucoup moins",4,TrustedShop,ShowRoom,4518,4,22/01/2021
3635,satisfaite de mon cadeau . colis reçu dans les délais . merci à shoroomprive,4,TrustedShop,ShowRoom,4519,4,22/01/2021
3636,"elles siéent bien à mes pieds ! les 2 paires exe sont confortables . très contente , plus d'excuse pour faire un peu de marche ... !",5,TrustedShop,ShowRoom,4520,5,22/01/2021
3637,"je suis en afrique et je me fais livrer à une agence en belgique . j ai eu le plaisir de commander une paire d ’ escarpins orange t40 aldo , à ma grande surprise , on me livre une paire de boots noire t36 . si je procède au retour de l article , je dépenserai encore plus . alors je m apitoie sur mon sort .",3,TrustedShop,ShowRoom,4521,3,22/01/2021
3638,je n'ai pas réceptionné le bon colis !,1,TrustedShop,ShowRoom,4526,1,22/01/2021
3639,"commande bien reçu , produits en très bon état",5,TrustedShop,ShowRoom,4528,5,22/01/2021
3640,au top vêtements conforme aux photos ke recommande,5,TrustedShop,ShowRoom,4529,5,22/01/2021
3641,j'aime bien la collection irl . c'est une collection ou la qualité prix est abordable . je recommande aux clients .,4,TrustedShop,ShowRoom,4530,4,22/01/2021
3642,je trouve ces botillons bien jolis et ils me plaisent beaucoup . ils me font un peu mal mais j'ai les pieds tellement délicats depuis toujours . en tous cas cela devrait s'arranger .,5,TrustedShop,ShowRoom,4531,5,22/01/2021
3643,robe beaucoup trop large mais tellement courte que je doute que la taille inférieure aurait été mieux . je suis déçue par ce premier achat ...,4,TrustedShop,ShowRoom,4532,4,22/01/2021
3644,"bon produit , vêtements confortable .",5,TrustedShop,ShowRoom,4533,5,21/01/2021
3645,"a part le coût des frais de livraison , surtout le fait que la livraison soit payante même en relais colis , je suis très contente des articles reçus",5,TrustedShop,ShowRoom,4534,5,21/01/2021
3646,je ne peux pas évaluer le service client car je n ’ ai pas eu l ’ occasion de l ’ utiliser .,5,TrustedShop,ShowRoom,4535,5,21/01/2021
3647,une blouse l ok l autre très déçue d une l elle fait bien une xxl alors que c est le même magat,2,TrustedShop,ShowRoom,4537,2,21/01/2021
3648,qualite et tempestivite tres bien,5,TrustedShop,ShowRoom,4538,5,21/01/2021
3649,commande taille l pour être bien bien à l'aise mais reçue taille s ! ! heureusement que cela taille un peu grand et que cela fera l'affaire car vous n'avez désormais plus ma taille et que j'aime le modèle . mais comme l'impression d'avoir été prise pour une andouille ... comme si je n'allais pas remarquer . sinon délais parfaits et bonne qualité du produit ! belle couleur et agréable matière .,3,TrustedShop,ShowRoom,4540,3,21/01/2021
3650,"hormis un sweat taillé trop grand , c'était parfait",5,TrustedShop,ShowRoom,4541,5,21/01/2021
3651,très jolie bijoux offert pour mon anniversaire . étant une bonne cliente showroom ça fait plaisir d'être récompensée,5,TrustedShop,ShowRoom,4543,5,21/01/2021
3652,un article a été remplacé par un autre au même prix donc pas de contrôle de la marchandise avant le départ de la commande . déception à la réception . remboursement effectué après retour de l'article intrus alors que j'aurai préféré avoir le pantalon concerné . double déception ! ! !,3,TrustedShop,ShowRoom,4544,3,21/01/2021
3653,recommande showroomprive avec mes amis,5,TrustedShop,ShowRoom,4545,5,21/01/2021
3654,merci pour tout,5,TrustedShop,ShowRoom,4546,5,21/01/2021
3655,"produits très bien , délai de livraison court .parfait",5,TrustedShop,ShowRoom,4547,5,21/01/2021
3656,délai de livraison respecte,4,TrustedShop,ShowRoom,4549,4,21/01/2021
3657,rien à dire,5,TrustedShop,ShowRoom,4550,5,21/01/2021
3658,"vêtement de qualité , mais qui taille grand .",5,TrustedShop,ShowRoom,4551,5,21/01/2021
3659,"produits conformes à mes attentes livraison rapide parfait , merci",5,TrustedShop,ShowRoom,4553,5,21/01/2021
3660,"envoie rapide mais manque de présentation . mon bijou de la collection irl étais mis dans une simple pochette , la chaîne étais remplis de nœuds .",5,TrustedShop,ShowRoom,4554,5,21/01/2021
3661,"jogging de très bonne qualité , tombé impeccable ! !",5,TrustedShop,ShowRoom,4555,5,21/01/2021
3662,délai de livraison respecté les produits irl sont bon marché mais la qualité n ’ est pas top,4,TrustedShop,ShowRoom,4556,4,20/01/2021
3663,"inversion de colis , quelques articles reçus sont de mauvaise qualité mais par contre l'aspect esthétique des vêtements sont au top car très joli . et le sav devrait améliorer ses remboursements et ses possibilités de gestes commerciaux quand le site fait une erreur ( ici inversion de colis avec une autre dame qui habite à + de 500km de chez moi ... )",2,TrustedShop,ShowRoom,4557,2,20/01/2021
